episode,time,pet_at_bowl,bowl_weight,action_dispense,reward
3,1127,1,0.23,{},0
3,1128,1,15.4,"{1: 10.0, 2: 15.0}",0
3,1129,1,4.84,{},0
3,1130,1,-0.01,{},0
3,1131,1,15.22,"{1: 10.0, 2: 15.0}",0
3,1132,1,5.01,{},0
3,1133,1,-0.04,{},0
3,1134,1,15.25,"{1: 10.0, 2: 15.0}",0
3,1135,1,5.29,{},0
3,1136,1,-0.07,{},0
3,1137,1,14.85,"{1: 10.0, 2: 15.0}",0
3,1138,1,4.91,{},0
3,1139,1,-0.09,{},0
3,1140,1,14.58,"{1: 10.0, 2: 15.0}",0
3,1141,1,4.55,{},0
3,1142,1,-0.17,{},0
3,1143,1,14.7,"{1: 10.0, 2: 15.0}",0
3,1144,1,4.39,{},0
3,1145,1,-0.11,{},0
3,1146,1,14.69,"{1: 10.0, 2: 15.0}",0
3,1147,1,5.3,{},0
3,1148,1,0.16,{},0
3,1149,1,14.9,"{1: 10.0, 2: 15.0}",0
3,1150,1,5.47,{},0
3,1151,1,-0.05,{},0
3,1152,1,14.93,"{1: 10.0, 2: 15.0}",0
3,1153,1,5.16,{},0
3,1154,1,-0.09,{},0
3,1155,1,14.81,"{1: 10.0, 2: 15.0}",0
3,1156,1,4.7,{},0
3,1157,1,-0.05,{},0
3,1158,1,14.91,"{1: 10.0, 2: 15.0}",0
3,1159,1,5.32,{},0
3,1160,1,0.06,{},0
3,1161,1,14.9,"{1: 10.0, 2: 15.0}",0
3,1162,1,5.01,{},0
3,1163,1,0.1,{},0
3,1164,1,15.05,"{1: 10.0, 2: 15.0}",0
3,1165,1,4.63,{},0
3,1166,1,0.09,{},0
3,1167,1,14.78,"{1: 10.0, 2: 15.0}",0
3,1168,1,4.73,{},0
3,1169,1,0.18,{},0
3,1170,1,14.92,"{1: 10.0, 2: 15.0}",0
3,1171,1,5.1,{},0
3,1172,1,-0.08,{},0
3,1173,1,15.22,"{1: 10.0, 2: 15.0}",0
3,1174,1,5.45,{},0
3,1175,1,-0.01,{},0
3,1176,1,15.19,"{1: 10.0, 2: 15.0}",0
3,1177,1,3.18,{},0
3,1178,1,-0.13,{},0
3,1179,1,14.99,"{1: 10.0, 2: 15.0}",0
3,1180,1,4.7,{},0
3,1181,1,-0.03,{},0
3,1182,1,15.04,"{1: 10.0, 2: 15.0}",0
3,1183,1,5.1,{},0
3,1184,1,-0.04,{},0
3,1185,1,14.94,"{1: 10.0, 2: 15.0}",0
3,1186,1,4.61,{},0
3,1187,1,0.08,{},0
3,1188,1,14.89,"{1: 10.0, 2: 15.0}",0
3,1189,1,4.88,{},0
3,1190,1,-0.0,{},0
3,1191,1,14.5,"{1: 10.0, 2: 15.0}",0
3,1192,1,4.87,{},0
3,1193,1,0.01,{},0
3,1194,1,15.02,"{1: 10.0, 2: 15.0}",0
3,1195,1,4.79,{},0
3,1196,1,-0.01,{},0
3,1197,1,14.64,"{1: 10.0, 2: 15.0}",0
3,1198,1,4.93,{},0
3,1199,1,0.1,{},0
3,1200,1,14.72,"{1: 10.0, 2: 15.0}",0
3,1201,1,4.82,{},0
3,1202,1,-0.07,{},0
3,1203,1,15.34,"{1: 10.0, 2: 15.0}",0
3,1204,1,5.14,{},0
3,1205,1,-0.09,{},0
3,1206,1,14.88,"{1: 10.0, 2: 15.0}",0
3,1207,1,4.96,{},0
3,1208,1,-0.02,{},0
3,1209,1,14.71,"{1: 10.0, 2: 15.0}",0
3,1210,1,4.86,{},0
3,1211,1,0.05,{},0
3,1212,1,14.8,"{1: 10.0, 2: 15.0}",0
3,1213,1,4.58,{},0
3,1214,1,-0.04,{},0
3,1215,1,15.2,"{1: 10.0, 2: 15.0}",0
3,1216,1,5.18,{},0
3,1217,1,0.07,{},0
3,1218,1,14.92,"{1: 10.0, 2: 15.0}",0
3,1219,1,5.42,{},0
3,1220,1,-0.04,{},0
3,1221,1,15.04,"{1: 10.0, 2: 15.0}",0
3,1222,1,5.08,{},0
3,1223,1,0.13,{},0
3,1224,1,15.46,"{1: 10.0, 2: 15.0}",0
3,1225,1,4.9,{},0
3,1226,1,-0.16,{},0
3,1227,1,14.66,"{1: 10.0, 2: 15.0}",0
3,1228,1,4.74,{},0
3,1229,1,-0.02,{},0
3,1230,1,14.77,"{1: 10.0, 2: 15.0}",0
3,1231,1,4.92,{},0
3,1232,1,0.02,{},0
3,1233,1,15.25,"{1: 10.0, 2: 15.0}",0
3,1234,1,4.91,{},0
3,1235,1,-0.23,{},0
3,1236,1,14.96,"{1: 10.0, 2: 15.0}",0
3,1237,1,4.89,{},0
3,1238,1,-0.19,{},0
3,1239,1,15.03,"{1: 10.0, 2: 15.0}",0
3,1240,1,5.25,{},0
3,1241,1,-0.06,{},0
3,1242,1,14.87,"{1: 10.0, 2: 15.0}",0
3,1243,1,4.8,{},0
3,1244,1,-0.16,{},0
3,1245,1,14.55,"{1: 10.0, 2: 15.0}",0
3,1246,1,4.4,{},0
3,1247,1,-0.09,{},0
3,1248,1,14.98,"{1: 10.0, 2: 15.0}",0
3,1249,1,4.88,{},0
3,1250,1,-0.09,{},0
3,1251,1,15.11,"{1: 10.0, 2: 15.0}",0
3,1252,1,5.8,{},0
3,1253,1,0.04,{},0
3,1254,1,15.25,"{1: 10.0, 2: 15.0}",0
3,1255,1,5.19,{},0
3,1256,1,0.1,{},0
3,1257,1,15.23,"{1: 10.0, 2: 15.0}",0
3,1258,1,5.18,{},0
3,1259,1,0.06,{},0
3,1260,1,15.41,"{1: 10.0, 2: 15.0}",0
3,1261,1,5.38,{},0
3,1262,1,-0.14,{},0
3,1263,1,15.11,"{1: 10.0, 2: 15.0}",0
3,1264,1,4.83,{},0
3,1265,1,-0.03,{},0
3,1266,1,14.78,"{1: 10.0, 2: 15.0}",0
3,1267,1,4.88,{},0
3,1268,1,-0.07,{},0
3,1269,1,15.36,"{1: 10.0, 2: 15.0}",0
3,1270,1,5.09,{},0
3,1271,1,0.27,{},0
3,1272,1,15.24,"{1: 10.0, 2: 15.0}",0
3,1273,1,4.83,{},0
3,1274,1,-0.05,{},0
3,1275,1,15.13,"{1: 10.0, 2: 15.0}",0
3,1276,1,5.1,{},0
3,1277,1,0.1,{},0
3,1278,1,15.4,"{1: 10.0, 2: 15.0}",0
3,1279,1,4.84,{},0
3,1280,1,0.06,{},0
3,1281,1,14.59,"{1: 10.0, 2: 15.0}",0
3,1282,1,4.99,{},0
3,1283,1,0.05,{},0
3,1284,1,14.88,"{1: 10.0, 2: 15.0}",0
3,1285,1,4.44,{},0
3,1286,1,-0.13,{},0
3,1287,1,15.29,"{1: 10.0, 2: 15.0}",0
3,1288,1,5.24,{},0
3,1289,1,-0.06,{},0
3,1290,1,14.88,"{1: 10.0, 2: 15.0}",0
3,1291,1,5.09,{},0
3,1292,1,-0.05,{},0
3,1293,1,15.29,"{1: 10.0, 2: 15.0}",0
3,1294,1,5.47,{},0
3,1295,1,-0.08,{},0
3,1296,1,15.15,"{1: 10.0, 2: 15.0}",0
3,1297,1,5.15,{},0
3,1298,1,0.1,{},0
3,1299,1,15.02,"{1: 10.0, 2: 15.0}",0
3,1300,1,5.1,{},0
3,1301,1,-0.05,{},0
3,1302,1,14.92,"{1: 10.0, 2: 15.0}",0
3,1303,1,5.14,{},0
3,1304,1,0.06,{},0
3,1305,1,15.38,"{1: 10.0, 2: 15.0}",0
3,1306,1,5.37,{},0
3,1307,1,-0.07,{},0
3,1308,1,14.88,"{1: 10.0, 2: 15.0}",0
3,1309,1,4.85,{},0
3,1310,1,0.06,{},0
3,1311,1,14.64,"{1: 10.0, 2: 15.0}",0
3,1312,1,4.9,{},0
3,1313,1,-0.04,{},0
3,1314,1,14.99,"{1: 10.0, 2: 15.0}",0
3,1315,1,4.36,{},0
3,1316,1,-0.03,{},0
3,1317,1,15.22,"{1: 10.0, 2: 15.0}",0
3,1318,1,5.05,{},0
3,1319,1,0.07,{},0
3,1320,1,12.66,"{1: 10.0, 2: 15.0}",0
3,1321,1,0.35,{},0
3,1322,1,15.27,"{1: 10.0, 2: 15.0}",0
3,1323,1,5.27,{},0
3,1324,1,0.03,{},0
3,1325,1,14.7,"{1: 10.0, 2: 15.0}",0
3,1326,1,4.64,{},0
3,1327,1,0.03,{},0
3,1328,1,15.24,"{1: 10.0, 2: 15.0}",0
3,1329,1,4.86,{},0
3,1330,1,-0.26,{},0
3,1331,1,14.84,"{1: 10.0, 2: 15.0}",0
3,1332,1,3.23,{},0
3,1333,1,0.11,{},0
3,1334,1,15.38,"{1: 10.0, 2: 15.0}",0
3,1335,1,5.32,{},0
3,1336,1,0.02,{},0
3,1337,1,14.89,"{1: 10.0, 2: 15.0}",0
3,1338,1,4.94,{},0
3,1339,1,-0.16,{},0
3,1340,1,15.04,"{1: 10.0, 2: 15.0}",0
3,1341,1,4.93,{},0
3,1342,1,-0.01,{},0
3,1343,1,15.23,"{1: 10.0, 2: 15.0}",0
3,1344,1,5.05,{},0
3,1345,1,-0.21,{},0
3,1346,1,14.69,"{1: 10.0, 2: 15.0}",0
3,1347,1,4.84,{},0
3,1348,1,0.09,{},0
3,1349,1,14.99,"{1: 10.0, 2: 15.0}",0
3,1350,1,4.88,{},0
3,1351,1,0.08,{},0
3,1352,1,14.67,"{1: 10.0, 2: 15.0}",0
3,1353,1,4.59,{},0
3,1354,1,0.1,{},0
3,1355,1,14.68,"{1: 10.0, 2: 15.0}",0
3,1356,1,4.47,{},0
3,1357,1,-0.1,{},0
3,1358,1,14.81,"{1: 10.0, 2: 15.0}",0
3,1359,1,4.91,{},0
3,1360,1,-0.04,{},0
3,1361,1,14.98,"{1: 10.0, 2: 15.0}",0
3,1362,1,4.72,{},0
3,1363,1,-0.09,{},0
3,1364,1,15.0,"{1: 10.0, 2: 15.0}",0
3,1365,1,5.06,{},0
3,1366,1,0.0,{},0
3,1367,1,15.37,"{1: 10.0, 2: 15.0}",0
3,1368,1,5.47,{},0
3,1369,1,-0.0,{},0
3,1370,1,14.67,"{1: 10.0, 2: 15.0}",0
3,1371,1,4.66,{},0
3,1372,1,0.23,{},0
3,1373,1,14.82,"{1: 10.0, 2: 15.0}",0
3,1374,1,4.82,{},0
3,1375,1,0.05,{},0
3,1376,1,14.72,"{1: 10.0, 2: 15.0}",0
3,1377,1,5.11,{},0
3,1378,1,-0.05,{},0
3,1379,1,15.16,"{1: 10.0, 2: 15.0}",0
3,1380,1,5.56,{},0
3,1381,1,-0.17,{},0
3,1382,1,15.01,"{1: 10.0, 2: 15.0}",0
3,1383,1,5.2,{},0
3,1384,1,0.12,{},0
3,1385,1,15.0,"{1: 10.0, 2: 15.0}",0
3,1386,1,5.19,{},0
3,1387,1,0.11,{},0
3,1388,1,14.97,"{1: 10.0, 2: 15.0}",0
3,1389,1,4.75,{},0
3,1390,1,-0.07,{},0
3,1391,1,14.82,"{1: 10.0, 2: 15.0}",0
3,1392,1,4.87,{},0
3,1393,1,0.17,{},0
3,1394,1,12.76,"{1: 10.0, 2: 15.0}",0
3,1395,1,2.94,{},0
3,1396,1,-0.07,{},0
3,1397,1,14.85,"{1: 10.0, 2: 15.0}",0
3,1398,1,4.64,{},0
3,1399,1,-0.02,{},0
3,1400,1,14.88,"{1: 10.0, 2: 15.0}",0
3,1401,1,4.87,{},0
3,1402,1,-0.09,{},0
3,1403,1,15.1,"{1: 10.0, 2: 15.0}",0
3,1404,1,3.37,{},0
3,1405,1,0.0,{},0
3,1406,1,15.02,"{1: 10.0, 2: 15.0}",0
3,1407,1,5.09,{},0
3,1408,1,-0.19,{},0
3,1409,1,14.89,"{1: 10.0, 2: 15.0}",0
3,1410,1,4.68,{},0
3,1411,1,0.12,{},0
3,1412,1,15.06,"{1: 10.0, 2: 15.0}",0
3,1413,1,4.83,{},0
3,1414,1,-0.03,{},0
3,1415,1,14.8,"{1: 10.0, 2: 15.0}",0
3,1416,1,4.39,{},0
3,1417,1,-0.17,{},0
3,1418,1,15.38,"{1: 10.0, 2: 15.0}",0
3,1419,1,5.13,{},0
3,1420,1,0.02,{},0
3,1421,1,15.05,"{1: 10.0, 2: 15.0}",0
3,1422,1,3.16,{},0
3,1423,1,-0.06,{},0
3,1424,1,14.88,"{1: 10.0, 2: 15.0}",0
3,1425,1,4.98,{},0
3,1426,1,-0.08,{},0
3,1427,1,14.73,"{1: 10.0, 2: 15.0}",0
3,1428,1,4.9,{},0
3,1429,1,-0.12,{},0
3,1430,1,15.09,"{1: 10.0, 2: 15.0}",0
3,1431,1,5.39,{},0
3,1432,1,-0.07,{},0
3,1433,1,14.96,"{1: 10.0, 2: 15.0}",0
3,1434,1,4.81,{},0
3,1435,1,0.22,{},0
3,1436,1,15.06,"{1: 10.0, 2: 15.0}",0
3,1437,1,5.13,{},0
3,1438,1,0.06,{},0
3,1439,1,14.66,"{1: 10.0, 2: 15.0}",0
3,1440,1,4.31,{},0
4,1,2,9.89,"{1: 10.0, 2: 15.0}",0
4,2,1,-0.03,{},0
4,3,1,14.97,"{1: 10.0, 2: 15.0}",0
4,4,1,4.71,{},0
4,5,1,0.03,{},0
4,6,1,15.0,"{1: 10.0, 2: 15.0}",0
4,7,1,4.88,{},0
4,8,1,-0.07,{},0
4,9,1,15.27,"{1: 10.0, 2: 15.0}",0
4,10,1,5.05,{},0
4,11,1,-0.08,{},0
4,12,1,15.09,"{1: 10.0, 2: 15.0}",0
4,13,1,5.39,{},0
4,14,1,-0.02,{},0
4,15,1,15.12,"{1: 10.0, 2: 15.0}",0
4,16,1,5.03,{},0
4,17,1,-0.08,{},0
4,18,1,15.31,"{1: 10.0, 2: 15.0}",0
4,19,1,5.32,{},0
4,20,1,0.03,{},0
4,21,1,15.55,"{1: 10.0, 2: 15.0}",0
4,22,1,5.42,{},0
4,23,1,-0.14,{},0
4,24,1,14.69,"{1: 10.0, 2: 15.0}",0
4,25,1,4.89,{},0
4,26,1,-0.02,{},0
4,27,1,15.17,"{1: 10.0, 2: 15.0}",0
4,28,1,4.9,{},0
4,29,1,-0.12,{},0
4,30,1,14.69,"{1: 10.0, 2: 15.0}",0
4,31,1,4.95,{},0
4,32,1,0.06,{},0
4,33,1,14.6,"{1: 10.0, 2: 15.0}",0
4,34,1,5.0,{},0
4,35,1,0.2,{},0
4,36,1,15.17,"{1: 10.0, 2: 15.0}",0
4,37,1,5.49,{},0
4,38,1,-0.06,{},0
4,39,1,14.85,"{1: 10.0, 2: 15.0}",0
4,40,1,2.82,{},0
4,41,1,-0.13,{},0
4,42,1,15.15,"{1: 10.0, 2: 15.0}",0
4,43,1,4.74,{},0
4,44,1,0.15,{},0
4,45,1,14.97,"{1: 10.0, 2: 15.0}",0
4,46,1,5.17,{},0
4,47,1,0.06,{},0
4,48,1,15.09,"{1: 10.0, 2: 15.0}",0
4,49,1,4.4,{},0
4,50,1,-0.03,{},0
4,51,1,15.03,"{1: 10.0, 2: 15.0}",0
4,52,1,5.3,{},0
4,53,1,-0.07,{},0
4,54,1,14.88,"{1: 10.0, 2: 15.0}",0
4,55,1,4.96,{},0
4,56,1,0.07,{},0
4,57,1,15.16,"{1: 10.0, 2: 15.0}",0
4,58,1,5.02,{},0
4,59,1,-0.13,{},0
4,60,1,15.08,"{1: 10.0, 2: 15.0}",0
4,61,1,5.07,{},0
4,62,1,0.05,{},0
4,63,1,15.46,"{1: 10.0, 2: 15.0}",0
4,64,1,5.75,{},0
4,65,1,0.03,{},0
4,66,1,15.27,"{1: 10.0, 2: 15.0}",0
4,67,1,4.76,{},0
4,68,1,0.09,{},0
4,69,1,14.82,"{1: 10.0, 2: 15.0}",0
4,70,1,4.3,{},0
4,71,1,0.18,{},0
4,72,1,14.61,"{1: 10.0, 2: 15.0}",0
4,73,1,4.45,{},0
4,74,1,0.05,{},0
4,75,1,15.36,"{1: 10.0, 2: 15.0}",0
4,76,1,3.66,{},0
4,77,1,-0.18,{},0
4,78,1,15.04,"{1: 10.0, 2: 15.0}",0
4,79,1,5.13,{},0
4,80,1,-0.02,{},0
4,81,1,15.09,"{1: 10.0, 2: 15.0}",0
4,82,1,5.36,{},0
4,83,1,-0.03,{},0
4,84,1,15.03,"{1: 10.0, 2: 15.0}",0
4,85,1,5.56,{},0
4,86,1,-0.11,{},0
4,87,1,14.83,"{1: 10.0, 2: 15.0}",0
4,88,1,5.12,{},0
4,89,1,-0.01,{},0
4,90,1,14.8,"{1: 10.0, 2: 15.0}",0
4,91,1,4.65,{},0
4,92,1,0.07,{},0
4,93,1,15.12,"{1: 10.0, 2: 15.0}",0
4,94,1,4.8,{},0
4,95,1,0.02,{},0
4,96,1,15.04,"{1: 10.0, 2: 15.0}",0
4,97,1,4.78,{},0
4,98,1,-0.14,{},0
4,99,1,14.88,"{1: 10.0, 2: 15.0}",0
4,100,1,4.64,{},0
4,101,1,-0.13,{},0
4,102,1,15.21,"{1: 10.0, 2: 15.0}",0
4,103,1,5.03,{},0
4,104,1,0.18,{},0
4,105,1,14.85,"{1: 10.0, 2: 15.0}",0
4,106,1,4.73,{},0
4,107,1,0.08,{},0
4,108,1,14.69,"{1: 10.0, 2: 15.0}",0
4,109,1,4.85,{},0
4,110,1,-0.15,{},0
4,111,1,15.08,"{1: 10.0, 2: 15.0}",0
4,112,1,5.21,{},0
4,113,1,-0.2,{},0
4,114,1,15.1,"{1: 10.0, 2: 15.0}",0
4,115,1,5.25,{},0
4,116,1,-0.13,{},0
4,117,1,15.14,"{1: 10.0, 2: 15.0}",0
4,118,1,5.27,{},0
4,119,1,0.12,{},0
4,120,1,14.84,"{1: 10.0, 2: 15.0}",0
4,121,1,3.05,{},0
4,122,1,0.16,{},0
4,123,1,14.59,"{1: 10.0, 2: 15.0}",0
4,124,1,4.06,{},0
4,125,1,-0.05,{},0
4,126,1,12.83,"{1: 10.0, 2: 15.0}",0
4,127,1,3.21,{},0
4,128,1,-0.08,{},0
4,129,1,13.1,"{1: 10.0, 2: 15.0}",0
4,130,1,2.68,{},0
4,131,1,-0.04,{},0
4,132,1,14.89,"{1: 10.0, 2: 15.0}",0
4,133,1,4.8,{},0
4,134,1,-0.01,{},0
4,135,1,15.07,"{1: 10.0, 2: 15.0}",0
4,136,1,4.38,{},0
4,137,1,0.08,{},0
4,138,1,14.83,"{1: 10.0, 2: 15.0}",0
4,139,1,4.42,{},0
4,140,1,-0.1,{},0
4,141,1,15.2,"{1: 10.0, 2: 15.0}",0
4,142,1,4.8,{},0
4,143,1,-0.01,{},0
4,144,1,15.06,"{1: 10.0, 2: 15.0}",0
4,145,1,5.16,{},0
4,146,1,-0.07,{},0
4,147,1,14.86,"{1: 10.0, 2: 15.0}",0
4,148,1,4.68,{},0
4,149,1,0.02,{},0
4,150,1,14.74,"{1: 10.0, 2: 15.0}",0
4,151,1,4.72,{},0
4,152,1,0.14,{},0
4,153,1,14.61,"{1: 10.0, 2: 15.0}",0
4,154,1,4.84,{},0
4,155,1,-0.06,{},0
4,156,1,15.1,"{1: 10.0, 2: 15.0}",0
4,157,1,5.19,{},0
4,158,1,-0.09,{},0
4,159,1,15.36,"{1: 10.0, 2: 15.0}",0
4,160,1,5.35,{},0
4,161,1,-0.13,{},0
4,162,1,15.25,"{1: 10.0, 2: 15.0}",0
4,163,1,5.26,{},0
4,164,1,-0.03,{},0
4,165,1,13.15,"{1: 10.0, 2: 15.0}",0
4,166,1,2.97,{},0
4,167,1,0.09,{},0
4,168,1,15.1,"{1: 10.0, 2: 15.0}",0
4,169,1,3.24,{},0
4,170,1,0.21,{},0
4,171,1,14.93,"{1: 10.0, 2: 15.0}",0
4,172,1,2.79,{},0
4,173,1,0.04,{},0
4,174,1,14.95,"{1: 10.0, 2: 15.0}",0
4,175,1,4.96,{},0
4,176,1,0.17,{},0
4,177,1,12.83,"{1: 10.0, 2: 15.0}",0
4,178,1,2.79,{},0
4,179,1,0.07,{},0
4,180,1,14.94,"{1: 10.0, 2: 15.0}",0
4,181,1,4.86,{},0
4,182,1,0.13,{},0
4,183,1,15.31,"{1: 10.0, 2: 15.0}",0
4,184,1,4.91,{},0
4,185,1,0.06,{},0
4,186,1,13.27,"{1: 10.0, 2: 15.0}",0
4,187,1,3.41,{},0
4,188,1,-0.1,{},0
4,189,1,15.29,"{1: 10.0, 2: 15.0}",0
4,190,1,5.14,{},0
4,191,1,0.19,{},0
4,192,1,15.09,"{1: 10.0, 2: 15.0}",0
4,193,1,5.09,{},0
4,194,1,-0.07,{},0
4,195,1,12.64,"{1: 10.0, 2: 15.0}",0
4,196,1,2.67,{},0
4,197,1,0.08,{},0
4,198,1,15.09,"{1: 10.0, 2: 15.0}",0
4,199,1,5.25,{},0
4,200,1,0.04,{},0
4,201,1,12.99,"{1: 10.0, 2: 15.0}",0
4,202,1,3.01,{},0
4,203,1,-0.16,{},0
4,204,1,15.09,"{1: 10.0, 2: 15.0}",0
4,205,1,4.66,{},0
4,206,1,0.08,{},0
4,207,1,14.79,"{1: 10.0, 2: 15.0}",0
4,208,1,4.7,{},0
4,209,1,-0.02,{},0
4,210,1,14.7,"{1: 10.0, 2: 15.0}",0
4,211,1,4.84,{},0
4,212,1,0.03,{},0
4,213,1,14.52,"{1: 10.0, 2: 15.0}",0
4,214,1,4.5,{},0
4,215,1,-0.07,{},0
4,216,1,14.8,"{1: 10.0, 2: 15.0}",0
4,217,1,4.42,{},0
4,218,1,0.2,{},0
4,219,1,14.89,"{1: 10.0, 2: 15.0}",0
4,220,1,5.32,{},0
4,221,1,-0.09,{},0
4,222,1,15.36,"{1: 10.0, 2: 15.0}",0
4,223,1,5.24,{},0
4,224,1,-0.07,{},0
4,225,1,15.33,"{1: 10.0, 2: 15.0}",0
4,226,1,5.65,{},0
4,227,1,-0.1,{},0
4,228,1,15.1,"{1: 10.0, 2: 15.0}",0
4,229,1,5.24,{},0
4,230,1,-0.09,{},0
4,231,1,13.15,"{1: 10.0, 2: 15.0}",0
4,232,1,2.59,{},0
4,233,1,0.09,{},0
4,234,1,12.97,"{1: 10.0, 2: 15.0}",0
4,235,1,3.14,{},0
4,236,1,0.08,{},0
4,237,1,14.82,"{1: 10.0, 2: 15.0}",0
4,238,1,4.61,{},0
4,239,1,0.03,{},0
4,240,1,15.27,"{1: 10.0, 2: 15.0}",0
4,241,1,5.38,{},0
4,242,1,0.15,{},0
4,243,1,15.16,"{1: 10.0, 2: 15.0}",0
4,244,1,4.55,{},0
4,245,1,0.01,{},0
4,246,1,15.06,"{1: 10.0, 2: 15.0}",0
4,247,1,5.43,{},0
4,248,1,-0.09,{},0
4,249,1,14.78,"{1: 10.0, 2: 15.0}",0
4,250,1,4.58,{},0
4,251,1,0.17,{},0
4,252,1,14.78,"{1: 10.0, 2: 15.0}",0
4,253,1,4.61,{},0
4,254,1,0.25,{},0
4,255,1,15.02,"{1: 10.0, 2: 15.0}",0
4,256,1,3.01,{},0
4,257,1,0.01,{},0
4,258,1,15.29,"{1: 10.0, 2: 15.0}",0
4,259,1,5.09,{},0
4,260,1,0.07,{},0
4,261,1,15.15,"{1: 10.0, 2: 15.0}",0
4,262,1,5.09,{},0
4,263,1,-0.06,{},0
4,264,1,15.13,"{1: 10.0, 2: 15.0}",0
4,265,1,5.37,{},0
4,266,1,0.29,{},0
4,267,1,14.7,"{1: 10.0, 2: 15.0}",0
4,268,1,4.53,{},0
4,269,1,-0.02,{},0
4,270,1,14.98,"{1: 10.0, 2: 15.0}",0
4,271,1,4.81,{},0
4,272,1,-0.22,{},0
4,273,1,15.05,"{1: 10.0, 2: 15.0}",0
4,274,1,5.36,{},0
4,275,1,-0.1,{},0
4,276,1,14.94,"{1: 10.0, 2: 15.0}",0
4,277,1,5.19,{},0
4,278,1,-0.14,{},0
4,279,1,15.09,"{1: 10.0, 2: 15.0}",0
4,280,1,5.03,{},0
4,281,1,-0.02,{},0
4,282,1,14.84,"{1: 10.0, 2: 15.0}",0
4,283,1,5.04,{},0
4,284,1,-0.08,{},0
4,285,1,14.58,"{1: 10.0, 2: 15.0}",0
4,286,1,4.63,{},0
4,287,1,-0.05,{},0
4,288,1,14.8,"{1: 10.0, 2: 15.0}",0
4,289,1,5.13,{},0
4,290,1,-0.05,{},0
4,291,1,12.96,"{1: 10.0, 2: 15.0}",0
4,292,1,3.65,{},0
4,293,1,0.03,{},0
4,294,1,15.38,"{1: 10.0, 2: 15.0}",0
4,295,1,5.43,{},0
4,296,1,-0.18,{},0
4,297,1,14.94,"{1: 10.0, 2: 15.0}",0
4,298,1,5.12,{},0
4,299,1,0.08,{},0
4,300,1,14.96,"{1: 10.0, 2: 15.0}",0
4,301,1,5.03,{},0
4,302,1,0.02,{},0
4,303,1,14.95,"{1: 10.0, 2: 15.0}",0
4,304,1,4.83,{},0
4,305,1,-0.06,{},0
4,306,1,15.13,"{1: 10.0, 2: 15.0}",0
4,307,1,5.28,{},0
4,308,1,0.05,{},0
4,309,1,14.88,"{1: 10.0, 2: 15.0}",0
4,310,1,4.54,{},0
4,311,1,-0.03,{},0
4,312,1,14.89,"{1: 10.0, 2: 15.0}",0
4,313,1,3.2,{},0
4,314,1,-0.06,{},0
4,315,1,15.33,"{1: 10.0, 2: 15.0}",0
4,316,1,5.19,{},0
4,317,1,0.0,{},0
4,318,1,15.01,"{1: 10.0, 2: 15.0}",0
4,319,1,4.42,{},0
4,320,1,-0.17,{},0
4,321,1,15.06,"{1: 10.0, 2: 15.0}",0
4,322,1,5.01,{},0
4,323,1,0.08,{},0
4,324,1,15.42,"{1: 10.0, 2: 15.0}",0
4,325,1,5.07,{},0
4,326,1,0.26,{},0
4,327,1,14.81,"{1: 10.0, 2: 15.0}",0
4,328,1,2.72,{},0
4,329,1,0.22,{},0
4,330,1,14.63,"{1: 10.0, 2: 15.0}",0
4,331,1,4.56,{},0
4,332,1,0.12,{},0
4,333,1,14.87,"{1: 10.0, 2: 15.0}",0
4,334,1,4.84,{},0
4,335,1,-0.05,{},0
4,336,1,14.8,"{1: 10.0, 2: 15.0}",0
4,337,1,4.41,{},0
4,338,1,0.04,{},0
4,339,1,14.87,"{1: 10.0, 2: 15.0}",0
4,340,1,5.44,{},0
4,341,1,-0.03,{},0
4,342,1,14.82,"{1: 10.0, 2: 15.0}",0
4,343,1,4.98,{},0
4,344,1,-0.02,{},0
4,345,1,14.58,"{1: 10.0, 2: 15.0}",0
4,346,1,4.73,{},0
4,347,1,0.02,{},0
4,348,1,15.07,"{1: 10.0, 2: 15.0}",0
4,349,1,5.0,{},0
4,350,1,-0.15,{},0
4,351,1,14.9,"{1: 10.0, 2: 15.0}",0
4,352,1,5.17,{},0
4,353,1,0.0,{},0
4,354,1,15.02,"{1: 10.0, 2: 15.0}",0
4,355,1,5.01,{},0
4,356,1,-0.08,{},0
4,357,1,15.04,"{1: 10.0, 2: 15.0}",0
4,358,1,4.83,{},0
4,359,1,0.03,{},0
4,360,1,12.49,"{1: 10.0, 2: 15.0}",0
4,361,1,2.95,{},0
4,362,1,-0.08,{},0
4,363,1,14.62,"{1: 10.0, 2: 15.0}",0
4,364,1,4.6,{},0
4,365,1,-0.08,{},0
4,366,1,15.14,"{1: 10.0, 2: 15.0}",0
4,367,1,4.76,{},0
4,368,1,0.11,{},0
4,369,1,14.89,"{1: 10.0, 2: 15.0}",0
4,370,1,4.55,{},0
4,371,1,0.05,{},0
4,372,1,15.1,"{1: 10.0, 2: 15.0}",0
4,373,1,4.97,{},0
4,374,1,-0.04,{},0
4,375,1,15.08,"{1: 10.0, 2: 15.0}",0
4,376,1,5.04,{},0
4,377,1,-0.01,{},0
4,378,1,15.02,"{1: 10.0, 2: 15.0}",0
4,379,1,5.14,{},0
4,380,1,-0.12,{},0
4,381,1,14.79,"{1: 10.0, 2: 15.0}",0
4,382,1,5.1,{},0
4,383,1,-0.19,{},0
4,384,1,15.07,"{1: 10.0, 2: 15.0}",0
